,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,paracentral-lh,paracentral-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.16025641025641027,0.13034188034188035,0.14743589743589744,0.15384615384615385,0.13247863247863248,0.09401709401709402,0.10042735042735043,0.0811965811965812
frontalpole-lh,0.10888888888888888,0.3333333333333333,0.14222222222222222,0.11777777777777777,0.09555555555555556,0.05555555555555555,0.08444444444444445,0.06222222222222222
frontalpole-rh,0.13095238095238096,0.16468253968253968,0.2003968253968254,0.1388888888888889,0.11904761904761904,0.08333333333333333,0.08928571428571429,0.07341269841269842
paracentral-lh,0.14549653579676675,0.14780600461893764,0.14780600461893764,0.15473441108545036,0.13163972286374134,0.09006928406466513,0.09699769053117784,0.08545034642032333
paracentral-rh,0.15336134453781514,0.11554621848739496,0.14915966386554622,0.14495798319327732,0.14285714285714285,0.10504201680672269,0.11134453781512606,0.07773109243697479
rostralanteriorcingulate-lh,0.13333333333333333,0.0880952380952381,0.12857142857142856,0.12142857142857143,0.14761904761904762,0.1523809523809524,0.1595238095238095,0.06904761904761905
rostralanteriorcingulate-rh,0.13024282560706402,0.10154525386313466,0.12582781456953643,0.11920529801324503,0.1434878587196468,0.1390728476821192,0.16997792494481237,0.0706401766004415
temporalpole-rh,0.08235294117647059,0.08,0.08470588235294117,0.08705882352941176,0.07294117647058823,0.04941176470588235,0.05411764705882353,0.4894117647058824
