,frontalpole-lh,frontalpole-rh,insula-rh,lateraloccipital-lh,parahippocampal-rh,parsopercularis-rh,parstriangularis-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.739938080495356,0.034055727554179564,0.04953560371517028,0.030959752321981424,0.06191950464396285,0.006191950464396285,0.01238390092879257,0.06501547987616099
frontalpole-rh,0.031161473087818695,0.42209631728045327,0.11614730878186968,0.04815864022662889,0.028328611898016998,0.0226628895184136,0.15864022662889518,0.17280453257790368
insula-rh,0.04090909090909091,0.07954545454545454,0.41818181818181815,0.13636363636363635,0.05454545454545454,0.020454545454545454,0.07727272727272727,0.17272727272727273
lateraloccipital-lh,0.023655913978494623,0.030107526881720432,0.10752688172043011,0.6301075268817204,0.034408602150537634,0.06666666666666667,0.043010752688172046,0.06451612903225806
parahippocampal-rh,0.07975460122699386,0.03067484662576687,0.06748466257668712,0.03374233128834356,0.6380368098159509,0.0,0.03067484662576687,0.1196319018404908
parsopercularis-rh,0.0,0.03508771929824561,0.013157894736842105,0.09649122807017543,0.0,0.7850877192982456,0.07017543859649122,0.0
parstriangularis-rh,0.01904761904761905,0.1261904761904762,0.10952380952380952,0.05476190476190476,0.014285714285714285,0.04047619047619048,0.45714285714285713,0.17857142857142858
rostralanteriorcingulate-rh,0.05242718446601942,0.10097087378640776,0.1786407766990291,0.08932038834951456,0.06407766990291262,0.001941747572815534,0.13009708737864079,0.3825242718446602
