,bankssts-rh,caudalanteriorcingulate-lh,cuneus-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-rh,temporalpole-lh,temporalpole-rh
bankssts-rh,0.6991150442477876,0.0,0.0,0.10471976401179942,0.0,0.058997050147492625,0.07817109144542773,0.058997050147492625
caudalanteriorcingulate-lh,0.0,0.6514705882352941,0.007352941176470588,0.052941176470588235,0.1323529411764706,0.06323529411764706,0.025,0.06764705882352941
cuneus-lh,0.0,0.007082152974504249,0.8130311614730878,0.0113314447592068,0.05240793201133145,0.05240793201133145,0.0,0.06373937677053824
frontalpole-rh,0.09102564102564102,0.05128205128205128,0.010256410256410256,0.6358974358974359,0.18717948717948718,0.01282051282051282,0.0,0.011538461538461539
medialorbitofrontal-rh,0.0,0.1175,0.05,0.1675,0.63375,0.00375,0.015,0.0125
parahippocampal-rh,0.044444444444444446,0.04567901234567901,0.040740740740740744,0.012345679012345678,0.0012345679012345679,0.774074074074074,0.020987654320987655,0.06049382716049383
temporalpole-lh,0.08433734939759036,0.03270223752151463,0.0,0.0,0.01721170395869191,0.025817555938037865,0.8175559380378657,0.022375215146299483
temporalpole-rh,0.061068702290076333,0.061068702290076333,0.05089058524173028,0.008905852417302799,0.011450381679389313,0.05725190839694656,0.01653944020356234,0.732824427480916
