,cuneus-lh,frontalpole-lh,lateraloccipital-rh,parahippocampal-rh,pericalcarine-rh,rostralanteriorcingulate-rh,superiorparietal-rh,temporalpole-rh
cuneus-lh,0.27058823529411763,0.1358288770053476,0.10588235294117647,0.0,0.14010695187165775,0.1679144385026738,0.13368983957219252,0.045989304812834225
frontalpole-lh,0.1198501872659176,0.38202247191011235,0.08426966292134831,0.009363295880149813,0.10674157303370786,0.11423220973782772,0.10112359550561797,0.08239700374531835
lateraloccipital-rh,0.1312883435582822,0.11779141104294479,0.18159509202453988,0.0196319018404908,0.1619631901840491,0.14969325153374233,0.15828220858895706,0.07975460122699386
parahippocampal-rh,0.001176470588235294,0.0058823529411764705,0.023529411764705882,0.84,0.009411764705882352,0.03294117647058824,0.007058823529411765,0.08
pericalcarine-rh,0.15741789354473387,0.13363533408833522,0.1404303510758777,0.004530011325028313,0.17667044167610418,0.159682899207248,0.16761041902604756,0.06002265005662514
rostralanteriorcingulate-rh,0.16531440162271804,0.12981744421906694,0.11967545638945233,0.02231237322515213,0.13995943204868155,0.2434077079107505,0.12981744421906694,0.04969574036511156
superiorparietal-rh,0.1592814371257485,0.12934131736526946,0.14491017964071856,0.003592814371257485,0.1724550898203593,0.1532934131736527,0.17604790419161676,0.06107784431137724
temporalpole-rh,0.04757085020242915,0.09919028340080972,0.06983805668016195,0.058704453441295545,0.057692307692307696,0.053643724696356275,0.05566801619433198,0.5576923076923077
