,cuneus-lh,frontalpole-rh,lateraloccipital-rh,paracentral-rh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-rh
cuneus-lh,0.14703730797366496,0.13825896122896855,0.10680321872713973,0.12070226773957571,0.11338697878566203,0.12070226773957571,0.12435991221653256,0.12874908558888076
frontalpole-rh,0.1426470588235294,0.1448529411764706,0.10661764705882353,0.12058823529411765,0.11470588235294117,0.1213235294117647,0.11764705882352941,0.13161764705882353
lateraloccipital-rh,0.11796042617960426,0.11643835616438356,0.1354642313546423,0.13318112633181126,0.11491628614916286,0.1354642313546423,0.12709284627092846,0.11948249619482496
paracentral-rh,0.12393767705382436,0.12181303116147309,0.12039660056657224,0.1395184135977337,0.11260623229461757,0.13314447592067988,0.13172804532577903,0.11685552407932011
pericalcarine-rh,0.12684824902723735,0.12840466926070038,0.111284046692607,0.11750972762645914,0.14007782101167315,0.12295719844357976,0.11828793774319066,0.13463035019455252
rostralanteriorcingulate-lh,0.12198483804272915,0.11991729841488628,0.12129565816678153,0.13370089593383874,0.11302549965541006,0.14541695382494832,0.12749827705031014,0.1171605789110958
rostralanteriorcingulate-rh,0.12030075187969924,0.11346548188653452,0.10868079289131921,0.12303485987696514,0.10731373889268626,0.11961722488038277,0.19548872180451127,0.11209842788790157
superiorparietal-rh,0.13531598513011153,0.13903345724907062,0.10929368029739776,0.11672862453531599,0.12267657992565056,0.11895910780669144,0.11895910780669144,0.13903345724907062
