,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.1348314606741573,0.13108614232209737,0.12734082397003746,0.11610486891385768,0.13108614232209737,0.1198501872659176,0.1198501872659176,0.1198501872659176
caudalmiddlefrontal-rh,0.13454545454545455,0.13090909090909092,0.12727272727272726,0.11636363636363636,0.13090909090909092,0.12,0.12,0.12
precentral-rh,0.12811387900355872,0.13167259786476868,0.12811387900355872,0.11743772241992882,0.13167259786476868,0.12099644128113879,0.12099644128113879,0.12099644128113879
rostralmiddlefrontal-lh,0.12222222222222222,0.1259259259259259,0.1259259259259259,0.12222222222222222,0.1259259259259259,0.1259259259259259,0.1259259259259259,0.1259259259259259
rostralmiddlefrontal-rh,0.13120567375886524,0.13120567375886524,0.1276595744680851,0.11702127659574468,0.13120567375886524,0.12056737588652482,0.12056737588652482,0.12056737588652482
superiorfrontal-lh,0.12734082397003746,0.12734082397003746,0.12734082397003746,0.1198501872659176,0.12734082397003746,0.12359550561797752,0.12359550561797752,0.12359550561797752
superiorparietal-rh,0.12734082397003746,0.12734082397003746,0.12734082397003746,0.1198501872659176,0.12734082397003746,0.12359550561797752,0.12359550561797752,0.12359550561797752
superiortemporal-lh,0.12408759124087591,0.12773722627737227,0.12773722627737227,0.12043795620437957,0.12773722627737227,0.12408759124087591,0.12408759124087591,0.12408759124087591
