,cuneus-rh,frontalpole-lh,insula-rh,isthmuscingulate-rh,lateraloccipital-rh,parstriangularis-rh,temporalpole-rh,transversetemporal-rh
cuneus-rh,0.34375,0.0,0.0,0.34375,0.3125,0.0,0.0,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857
isthmuscingulate-rh,0.3125,0.0,0.0,0.375,0.3125,0.0,0.0,0.0
lateraloccipital-rh,0.3157894736842105,0.0,0.0,0.3508771929824561,0.3333333333333333,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334
