,entorhinal-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,insula-rh,lateraloccipital-rh,temporalpole-rh,transversetemporal-rh
entorhinal-lh,0.5131578947368421,0.2236842105263158,0.0,0.0,0.07894736842105263,0.0,0.15789473684210525,0.02631578947368421
entorhinal-rh,0.15463917525773196,0.4020618556701031,0.0,0.0,0.05154639175257732,0.0,0.26804123711340205,0.12371134020618557
frontalpole-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
insula-rh,0.17543859649122806,0.14035087719298245,0.0,0.0,0.6842105263157895,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.0,0.0,0.0,0.6530612244897959,0.0,0.3469387755102041
temporalpole-rh,0.13043478260869565,0.2391304347826087,0.0,0.0,0.0,0.0,0.532608695652174,0.09782608695652174
transversetemporal-rh,0.0,0.1643835616438356,0.0,0.0,0.0,0.2054794520547945,0.1506849315068493,0.4794520547945205
