,bankssts-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,paracentral-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh
bankssts-lh,0.7704918032786885,0.0,0.0,0.22950819672131148,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.8409090909090909,0.1590909090909091,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.2909090909090909,0.0,0.0,0.7090909090909091,0.0,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.0,0.0,0.640625,0.21875,0.0,0.140625
parahippocampal-rh,0.0,0.0,0.0,0.0,0.12,0.5,0.0,0.38
pericalcarine-rh,0.0,0.0,0.0,0.04,0.0,0.0,0.96,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.08641975308641975,0.4444444444444444,0.0,0.4691358024691358
