,bankssts-lh,caudalanteriorcingulate-rh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-lh,parsorbitalis-rh,parstriangularis-rh,transversetemporal-rh
bankssts-lh,0.41346153846153844,0.0,0.0,0.04807692307692308,0.0,0.11538461538461539,0.0673076923076923,0.3557692307692308
caudalanteriorcingulate-rh,0.0,0.5333333333333333,0.3111111111111111,0.0,0.15555555555555556,0.0,0.0,0.0
frontalpole-rh,0.0,0.3333333333333333,0.6388888888888888,0.0,0.027777777777777776,0.0,0.0,0.0
medialorbitofrontal-rh,0.038461538461538464,0.0,0.0,0.4230769230769231,0.0,0.24358974358974358,0.28205128205128205,0.01282051282051282
parahippocampal-lh,0.0,0.22857142857142856,0.05714285714285714,0.0,0.7142857142857143,0.0,0.0,0.0
parsorbitalis-rh,0.10204081632653061,0.0,0.0,0.19387755102040816,0.0,0.336734693877551,0.2857142857142857,0.08163265306122448
parstriangularis-rh,0.05555555555555555,0.0,0.0,0.2222222222222222,0.011111111111111112,0.26666666666666666,0.4111111111111111,0.03333333333333333
transversetemporal-rh,0.4019607843137255,0.0,0.0,0.029411764705882353,0.0,0.09803921568627451,0.049019607843137254,0.4215686274509804
