,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.08196721311475409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09016393442622951,0.0,0.0,0.0,0.0,0.01639344262295082,0.02459016393442623,0.0,0.09016393442622951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08196721311475409,0.0,0.07377049180327869,0.09016393442622951,0.09016393442622951,0.0,0.0,0.0,0.0,0.09016393442622951,0.0,0.0,0.0,0.09016393442622951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09016393442622951,0.0,0.0,0.0,0.09016393442622951,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.03289473684210526,0.0,0.03618421052631579,0.03618421052631579,0.03618421052631579,0.01644736842105263,0.0,0.01644736842105263,0.03618421052631579,0.0,0.03289473684210526,0.0,0.03618421052631579,0.019736842105263157,0.0,0.006578947368421052,0.029605263157894735,0.0,0.03618421052631579,0.03618421052631579,0.029605263157894735,0.03618421052631579,0.03618421052631579,0.0,0.03618421052631579,0.0,0.019736842105263157,0.0,0.0,0.0,0.0,0.03618421052631579,0.019736842105263157,0.03618421052631579,0.0,0.03618421052631579,0.0,0.03618421052631579,0.0,0.0,0.0,0.0,0.0,0.03618421052631579,0.0,0.02631578947368421,0.02631578947368421,0.0,0.0,0.023026315789473683,0.03618421052631579,0.0,0.03618421052631579,0.0,0.03618421052631579,0.03618421052631579,0.013157894736842105,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.017064846416382253,0.0,0.05460750853242321,0.02218430034129693,0.052901023890784986,0.008532423208191127,0.0,0.008532423208191127,0.052901023890784986,0.0,0.020477815699658702,0.0,0.032423208191126277,0.010238907849829351,0.0,0.006825938566552901,0.015358361774744027,0.0,0.02218430034129693,0.05802047781569966,0.015358361774744027,0.05631399317406143,0.05631399317406143,0.0,0.01877133105802048,0.0,0.013651877133105802,0.0,0.0,0.0,0.0,0.03754266211604096,0.010238907849829351,0.05802047781569966,0.0,0.02218430034129693,0.0,0.02218430034129693,0.0,0.0,0.0,0.0,0.0,0.05802047781569966,0.0,0.034129692832764506,0.013651877133105802,0.0,0.0,0.011945392491467578,0.05631399317406143,0.0,0.05631399317406143,0.0,0.051194539249146756,0.01877133105802048,0.006825938566552901,0.0
C3,0.0,0.0,0.029154518950437316,0.0,0.03498542274052478,0.037900874635568516,0.03498542274052478,0.014577259475218658,0.0,0.014577259475218658,0.03498542274052478,0.0,0.037900874635568516,0.0,0.037900874635568516,0.01749271137026239,0.0,0.014577259475218658,0.026239067055393587,0.0,0.04081632653061224,0.04081632653061224,0.026239067055393587,0.03498542274052478,0.03498542274052478,0.0,0.03206997084548105,0.0,0.026239067055393587,0.0,0.0,0.0,0.0,0.03206997084548105,0.01749271137026239,0.037900874635568516,0.0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.023323615160349854,0.023323615160349854,0.0,0.0,0.02040816326530612,0.04081632653061224,0.0,0.03498542274052478,0.0,0.03206997084548105,0.03206997084548105,0.011661807580174927,0.0
T7,0.0,0.0,0.01757469244288225,0.0,0.054481546572934976,0.022847100175746926,0.05272407732864675,0.008787346221441126,0.0,0.008787346221441126,0.054481546572934976,0.0,0.0210896309314587,0.0,0.033391915641476276,0.01054481546572935,0.0,0.007029876977152899,0.015817223198594025,0.0,0.022847100175746926,0.056239015817223195,0.015817223198594025,0.054481546572934976,0.054481546572934976,0.0,0.019332161687170474,0.0,0.014059753954305799,0.0,0.0,0.0,0.0,0.03866432337434095,0.01054481546572935,0.056239015817223195,0.0,0.022847100175746926,0.0,0.022847100175746926,0.0,0.0,0.0,0.0,0.0,0.056239015817223195,0.0,0.033391915641476276,0.014059753954305799,0.0,0.0,0.012302284710017574,0.056239015817223195,0.0,0.054481546572934976,0.0,0.050966608084358524,0.019332161687170474,0.007029876977152899,0.0
TP9,0.0,0.0,0.03296703296703297,0.0,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.027472527472527472,0.0,0.027472527472527472,0.03296703296703297,0.0,0.027472527472527472,0.0,0.03296703296703297,0.03296703296703297,0.0,0.0,0.03296703296703297,0.0,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.0,0.03296703296703297,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.0,0.03296703296703297,0.0,0.03296703296703297,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.0,0.03296703296703297,0.03296703296703297,0.0,0.0,0.03296703296703297,0.03296703296703297,0.0,0.03296703296703297,0.0,0.03296703296703297,0.03296703296703297,0.02197802197802198,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.0,0.03296703296703297,0.0,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.027472527472527472,0.0,0.027472527472527472,0.03296703296703297,0.0,0.027472527472527472,0.0,0.03296703296703297,0.03296703296703297,0.0,0.0,0.03296703296703297,0.0,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.0,0.03296703296703297,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.03296703296703297,0.03296703296703297,0.03296703296703297,0.0,0.03296703296703297,0.0,0.03296703296703297,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.0,0.03296703296703297,0.03296703296703297,0.0,0.0,0.03296703296703297,0.03296703296703297,0.0,0.03296703296703297,0.0,0.03296703296703297,0.03296703296703297,0.02197802197802198,0.0
Pz,0.0,0.0,0.01773049645390071,0.0,0.05319148936170213,0.02304964539007092,0.051418439716312055,0.008865248226950355,0.0,0.008865248226950355,0.05319148936170213,0.0,0.02127659574468085,0.0,0.03368794326241135,0.010638297872340425,0.0,0.0070921985815602835,0.015957446808510637,0.0,0.02304964539007092,0.05673758865248227,0.015957446808510637,0.0549645390070922,0.0549645390070922,0.0,0.01950354609929078,0.0,0.014184397163120567,0.0,0.0,0.0,0.0,0.03900709219858156,0.010638297872340425,0.05673758865248227,0.0,0.02304964539007092,0.0,0.02304964539007092,0.0,0.0,0.0,0.0,0.0,0.05673758865248227,0.0,0.031914893617021274,0.014184397163120567,0.0,0.0,0.012411347517730497,0.05673758865248227,0.0,0.0549645390070922,0.0,0.04964539007092199,0.01950354609929078,0.0070921985815602835,0.0
P3,0.0,0.033846153846153845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09230769230769231,0.003076923076923077,0.0,0.0,0.0,0.052307692307692305,0.055384615384615386,0.0,0.08615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07384615384615385,0.09538461538461539,0.08307692307692308,0.0,0.0,0.0,0.0,0.08,0.0,0.015384615384615385,0.0,0.09230769230769231,0.0,0.0,0.003076923076923077,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0221606648199446,0.0,0.027700831024930747,0.030470914127423823,0.027700831024930747,0.008310249307479225,0.0,0.008310249307479225,0.027700831024930747,0.008310249307479225,0.05817174515235457,0.0,0.030470914127423823,0.0110803324099723,0.00554016620498615,0.04155124653739612,0.019390581717451522,0.002770083102493075,0.0443213296398892,0.04155124653739612,0.019390581717451522,0.027700831024930747,0.027700831024930747,0.0,0.024930747922437674,0.0221606648199446,0.036011080332409975,0.013850415512465374,0.013850415512465374,0.00554016620498615,0.0,0.024930747922437674,0.0110803324099723,0.030470914127423823,0.0,0.04986149584487535,0.019390581717451522,0.0443213296398892,0.002770083102493075,0.0,0.0,0.0,0.0,0.0332409972299169,0.0,0.01662049861495845,0.01662049861495845,0.013850415512465374,0.0,0.013850415512465374,0.0332409972299169,0.0,0.027700831024930747,0.0,0.024930747922437674,0.024930747922437674,0.00554016620498615,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
