subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S09,Sess01,MOTOR_EXECUTION-LEFT,0.996839022556453,0.9999999999999997,0.9874133452546531,1.0059493166986317,bootstrap,critical,rtwin_alpha
S09,Sess01,MOTOR_EXECUTION-RIGHT,0.9968368997064436,1.0000000000000002,0.9874238979975003,1.0058906138954513,bootstrap,critical,rtwin_alpha
S09,Sess01,MOTOR_IMAGERY-LEFT,0.9935814593859184,0.9999999999999996,0.9836631382444572,1.0025295004559636,bootstrap,critical,rtwin_alpha
S09,Sess01,MOTOR_IMAGERY-RIGHT,0.9987007435705392,0.9999999999999991,0.9896040155187312,1.0089483776662294,bootstrap,critical,rtwin_alpha
S09,Sess01,MOTOR_EXECUTION,0.9968379611314483,1.0,0.9874186216260767,1.0059199652970414,bootstrap,critical,rtwin_alpha
S09,Sess01,MOTOR_IMAGERY,0.9961411014782288,0.9999999999999993,0.9866335768815941,1.0057389390610965,bootstrap,critical,rtwin_alpha
S09,Sess01,LEFT,0.9952102409711856,0.9999999999999996,0.9855382417495551,1.0042394085772977,bootstrap,critical,rtwin_alpha
S09,Sess01,RIGHT,0.9977688216384915,0.9999999999999997,0.9885139567581158,1.0074194957808404,bootstrap,critical,rtwin_alpha
S09,Sess01,LEFT_vs_RIGHT,-0.002558580667305854,0.0,-0.02188125403128538,0.015725451819181835,bootstrap,delta,rtwin_alpha
S09,Sess01,IMAGERY_vs_EXECUTION,-0.0006968596532195281,0.0,-0.019286388415447275,0.018320317435019717,bootstrap,delta,rtwin_alpha
S09,Sess01,ME_LEFT_vs_ME_RIGHT,2.1228500093339875e-06,0.0,-0.01847726864079824,0.018525418701131446,bootstrap,delta,rtwin_alpha
S09,Sess01,MI_LEFT_vs_MI_RIGHT,-0.00511928418462082,0.0,-0.025285239421772188,0.012925484937232334,bootstrap,delta,rtwin_alpha
