,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.5833333333333334,0.125,0.0,0.041666666666666664,0.125,0.0,0.0,0.125
inferiorparietal-rh,0.030303030303030304,0.42424242424242425,0.0,0.18181818181818182,0.12121212121212122,0.09090909090909091,0.15151515151515152,0.0
parsopercularis-lh,0.0,0.0,0.6060606060606061,0.3333333333333333,0.0,0.0,0.0,0.06060606060606061
parstriangularis-rh,0.0,0.10810810810810811,0.40540540540540543,0.4864864864864865,0.0,0.0,0.0,0.0
postcentral-rh,0.11764705882352941,0.17647058823529413,0.0,0.0,0.4411764705882353,0.08823529411764706,0.17647058823529413,0.0
superiorparietal-lh,0.0,0.14285714285714285,0.0,0.0,0.09523809523809523,0.6190476190476191,0.14285714285714285,0.0
superiorparietal-rh,0.0,0.25,0.0,0.0,0.2,0.25,0.3,0.0
superiortemporal-rh,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154
