,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-lh,0.5641025641025641,0.0,0.0,0.38461538461538464,0.0,0.0,0.05128205128205128,0.0
caudalmiddlefrontal-rh,0.0,0.6896551724137931,0.0,0.0,0.20689655172413793,0.10344827586206896,0.0,0.0
parsopercularis-lh,0.0,0.0,0.6111111111111112,0.0,0.07407407407407407,0.14814814814814814,0.16666666666666666,0.0
rostralmiddlefrontal-lh,0.4186046511627907,0.0,0.0,0.5581395348837209,0.0,0.0,0.023255813953488372,0.0
rostralmiddlefrontal-rh,0.0,0.16666666666666666,0.06666666666666667,0.0,0.7,0.0,0.0,0.06666666666666667
superiorfrontal-lh,0.0,0.06060606060606061,0.24242424242424243,0.0,0.0,0.696969696969697,0.0,0.0
superiorparietal-lh,0.0,0.0,0.2553191489361702,0.0,0.0,0.0,0.6382978723404256,0.10638297872340426
superiorparietal-rh,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.22580645161290322,0.7096774193548387
