,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.2608695652173913,0.0,0.0,0.21739130434782608,0.028985507246376812,0.17391304347826086,0.13043478260869565,0.18840579710144928
caudalmiddlefrontal-rh,0.0,0.7333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.0,0.20689655172413793,0.7068965517241379,0.0,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.0
rostralmiddlefrontal-lh,0.16666666666666666,0.0,0.0,0.3157894736842105,0.08771929824561403,0.14035087719298245,0.07894736842105263,0.21052631578947367
rostralmiddlefrontal-rh,0.057971014492753624,0.0,0.057971014492753624,0.18840579710144928,0.5362318840579711,0.014492753623188406,0.014492753623188406,0.13043478260869565
superiorfrontal-lh,0.13333333333333333,0.0,0.0,0.16666666666666666,0.0,0.4444444444444444,0.12222222222222222,0.13333333333333333
superiorparietal-rh,0.13333333333333333,0.0,0.016666666666666666,0.11666666666666667,0.0,0.16666666666666666,0.4666666666666667,0.1
superiortemporal-lh,0.17,0.0,0.0,0.27,0.08,0.14,0.08,0.26
