,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.25757575757575757,0.0,0.0,0.22727272727272727,0.030303030303030304,0.13636363636363635,0.15151515151515152,0.19696969696969696
caudalmiddlefrontal-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.25333333333333335,0.0,0.0,0.24,0.04,0.12,0.13333333333333333,0.21333333333333335
rostralmiddlefrontal-rh,0.16,0.0,0.0,0.2,0.28,0.04,0.08,0.24
superiorfrontal-lh,0.225,0.0,0.0,0.2,0.0,0.2,0.2,0.175
superiorparietal-rh,0.2222222222222222,0.0,0.0,0.2,0.0,0.2,0.2,0.17777777777777778
superiortemporal-lh,0.22972972972972974,0.0,0.0,0.24324324324324326,0.05405405405405406,0.12162162162162163,0.13513513513513514,0.21621621621621623
