,bankssts-rh,frontalpole-rh,inferiortemporal-rh,lingual-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.5333333333333333,0.0,0.0,0.0,0.24444444444444444,0.2222222222222222,0.0
inferiortemporal-rh,0.0,0.0,0.6176470588235294,0.058823529411764705,0.3235294117647059,0.0,0.0,0.0
lingual-rh,0.0,0.0,0.0,0.7708333333333334,0.22916666666666666,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.20454545454545456,0.29545454545454547,0.5,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.1232876712328767,0.0,0.0,0.0,0.4383561643835616,0.4383561643835616,0.0
rostralanteriorcingulate-rh,0.0,0.11428571428571428,0.0,0.0,0.0,0.44285714285714284,0.44285714285714284,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
