,bankssts-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
bankssts-lh,0.7207977207977208,0.022792022792022793,0.05270655270655271,0.009971509971509971,0.03276353276353276,0.0641025641025641,0.09686609686609686,0.0
frontalpole-lh,0.019461077844311378,0.6796407185628742,0.0,0.01347305389221557,0.17365269461077845,0.07035928143712575,0.0,0.04341317365269461
frontalpole-rh,0.03381147540983607,0.0,0.4692622950819672,0.16188524590163936,0.21311475409836064,0.06864754098360656,0.05327868852459016,0.0
medialorbitofrontal-lh,0.008325624421831638,0.004625346901017576,0.14246068455134134,0.46993524514338575,0.14153561517113783,0.16558741905642924,0.060129509713228495,0.0074005550416281225
medialorbitofrontal-rh,0.019524617996604415,0.08828522920203735,0.17147707979626486,0.1434634974533107,0.43378607809847197,0.0899830220713073,0.053480475382003394,0.0
rostralanteriorcingulate-lh,0.05179704016913319,0.05813953488372093,0.05919661733615222,0.17019027484143764,0.1014799154334038,0.4809725158562368,0.07822410147991543,0.0
temporalpole-rh,0.07340425531914893,0.0,0.05319148936170213,0.06702127659574468,0.0627659574468085,0.07765957446808511,0.6159574468085106,0.05
transversetemporal-rh,0.0,0.04566929133858268,0.0,0.012598425196850394,0.0,0.0,0.08346456692913386,0.8582677165354331
