,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.04794520547945205,0.0,0.05136986301369863,0.05136986301369863,0.05136986301369863,0.0,0.04452054794520548,0.05136986301369863,0.0,0.0,0.04794520547945205,0.0,0.0,0.05136986301369863,0.05136986301369863,0.05136986301369863,0.05136986301369863,0.05136986301369863,0.05136986301369863,0.0,0.0,0.05136986301369863,0.05136986301369863,0.0,0.0,0.0410958904109589,0.05136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04794520547945205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05136986301369863,0.0,0.0,0.0,0.05136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.07535121328224777,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070242656449553,0.06385696040868455,0.0,0.0,0.0,0.0280970625798212,0.0,0.0,0.0,0.05874840357598978,0.019157088122605363,0.037037037037037035,0.038314176245210725,0.0,0.0,0.04469987228607918,0.07407407407407407,0.0,0.0,0.024265644955300127,0.0,0.03959131545338442,0.0,0.0,0.0,0.0,0.037037037037037035,0.05491698595146871,0.0,0.07151979565772669,0.0,0.03959131545338442,0.0,0.0561941251596424,0.0,0.070242656449553,0.021711366538952746,0.0,0.038314176245210725,0.0,0.0,0.0
FT9,0.0,0.027881040892193308,0.0,0.05390334572490706,0.055762081784386616,0.05204460966542751,0.0,0.03717472118959108,0.055762081784386616,0.0,0.0,0.03531598513011153,0.0,0.0,0.055762081784386616,0.05390334572490706,0.055762081784386616,0.055762081784386616,0.055762081784386616,0.055762081784386616,0.0,0.0,0.046468401486988845,0.055762081784386616,0.0,0.0,0.03717472118959108,0.055762081784386616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04275092936802974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055762081784386616,0.0,0.0,0.0,0.055762081784386616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.025295109612141653,0.0,0.050590219224283306,0.05733558178752108,0.048903878583473864,0.0,0.03372681281618887,0.05227655986509275,0.0,0.0,0.03204047217537943,0.0,0.0,0.05733558178752108,0.048903878583473864,0.05902192242833052,0.05902192242833052,0.05902192242833052,0.05902192242833052,0.0,0.0,0.045531197301854974,0.05902192242833052,0.0,0.0,0.03372681281618887,0.05733558178752108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045531197301854974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05902192242833052,0.0,0.0,0.0,0.05733558178752108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.028462998102466792,0.0,0.05502846299810247,0.05502846299810247,0.05313092979127135,0.0,0.03795066413662239,0.05502846299810247,0.0,0.0,0.036053130929791274,0.0,0.0,0.05502846299810247,0.05502846299810247,0.05502846299810247,0.05502846299810247,0.05502846299810247,0.05502846299810247,0.0,0.0,0.04743833017077799,0.05502846299810247,0.0,0.0,0.03795066413662239,0.05502846299810247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04364326375711575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05502846299810247,0.0,0.0,0.0,0.05502846299810247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.03836317135549872,0.0,0.05115089514066496,0.05115089514066496,0.05115089514066496,0.0,0.04859335038363171,0.05115089514066496,0.0,0.0,0.04859335038363171,0.0,0.0,0.05115089514066496,0.05115089514066496,0.05115089514066496,0.05115089514066496,0.05115089514066496,0.05115089514066496,0.0,0.0,0.05115089514066496,0.05115089514066496,0.0,0.0,0.04603580562659847,0.05115089514066496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05115089514066496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05115089514066496,0.0,0.0,0.0,0.05115089514066496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.027624309392265192,0.0,0.05156537753222836,0.053406998158379376,0.049723756906077346,0.0,0.03683241252302026,0.058931860036832415,0.0,0.0,0.034990791896869246,0.0,0.0,0.058931860036832415,0.05156537753222836,0.0570902394106814,0.058931860036832415,0.055248618784530384,0.055248618784530384,0.0,0.0,0.04419889502762431,0.058931860036832415,0.0,0.0,0.03683241252302026,0.053406998158379376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040515653775322284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058931860036832415,0.0,0.0,0.0,0.0570902394106814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.05244122965641953,0.0,0.0,0.0,0.0,0.0,0.0,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05244122965641953,0.05244122965641953,0.0,0.0,0.0,0.03616636528028933,0.0,0.0,0.0,0.05244122965641953,0.027124773960216998,0.048824593128390596,0.05063291139240506,0.0,0.0,0.05244122965641953,0.05244122965641953,0.0,0.0,0.034358047016274866,0.0,0.05063291139240506,0.0,0.0,0.0,0.0,0.048824593128390596,0.05244122965641953,0.0,0.05244122965641953,0.0,0.05244122965641953,0.0,0.05244122965641953,0.0,0.05244122965641953,0.02531645569620253,0.0,0.05063291139240506,0.0,0.0,0.0
