,Fp1,Fz,T8,F8,Fp2,AF7,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.6491228070175439,0.0,0.3508771929824561,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.5128205128205128,0.0,0.48717948717948717,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.23943661971830985,0.2535211267605634,0.2535211267605634,0.2535211267605634
AF7,0.0,0.0,0.0,0.0,0.1487603305785124,0.30578512396694213,0.2644628099173554,0.2809917355371901
F2,0.0,0.0,0.0,0.0,0.13953488372093023,0.26356589147286824,0.29457364341085274,0.3023255813953488
FCz,0.0,0.0,0.0,0.0,0.11842105263157894,0.23684210526315788,0.25,0.39473684210526316
