,caudalmiddlefrontal-lh,postcentral-rh,precentral-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.25,0.08823529411764706,0.16176470588235295,0.14705882352941177,0.08823529411764706,0.08823529411764706,0.17647058823529413,0.0
postcentral-rh,0.057692307692307696,0.19230769230769232,0.125,0.10576923076923077,0.17307692307692307,0.17307692307692307,0.07692307692307693,0.09615384615384616
precentral-lh,0.12371134020618557,0.13402061855670103,0.17525773195876287,0.15463917525773196,0.13402061855670103,0.13402061855670103,0.08247422680412371,0.061855670103092786
superiorparietal-lh,0.125,0.125,0.16666666666666666,0.21875,0.125,0.11458333333333333,0.09375,0.03125
superiorparietal-rh,0.052083333333333336,0.1875,0.125,0.10416666666666667,0.17708333333333334,0.17708333333333334,0.07291666666666667,0.10416666666666667
superiortemporal-lh,0.05263157894736842,0.17894736842105263,0.12631578947368421,0.10526315789473684,0.17894736842105263,0.17894736842105263,0.07368421052631578,0.10526315789473684
superiortemporal-rh,0.15254237288135594,0.13559322033898305,0.11864406779661017,0.13559322033898305,0.13559322033898305,0.11864406779661017,0.2033898305084746,0.0
supramarginal-lh,0.0,0.19148936170212766,0.1276595744680851,0.06382978723404255,0.19148936170212766,0.2127659574468085,0.0,0.2127659574468085
