,Fp1,FT9,C4,AF7,F5,FC4,FT8,F2
Fp1,0.3727810650887574,0.3076923076923077,0.31952662721893493,0.0,0.0,0.0,0.0,0.0
FT9,0.33548387096774196,0.32903225806451614,0.33548387096774196,0.0,0.0,0.0,0.0,0.0
C4,0.34177215189873417,0.3227848101265823,0.33544303797468356,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.5454545454545454
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.8611111111111112
