,T7,P7,TP10,T8,FC6,TP7,FC4,AF4
T7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.0,0.0,0.0,0.0,0.49523809523809526,0.5047619047619047,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.4690265486725664,0.5309734513274337,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
