,T7,P7,TP10,T8,FC6,TP7,FC4,AF4
T7,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0
P7,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0
TP10,0.25,0.125,0.625,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.32727272727272727,0.33636363636363636,0.33636363636363636,0.0,0.0
FC6,0.0,0.0,0.0,0.2846153846153846,0.35384615384615387,0.36153846153846153,0.0,0.0
TP7,0.0,0.0,0.0,0.26618705035971224,0.3381294964028777,0.39568345323741005,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
