,bankssts-rh,frontalpole-lh,frontalpole-rh,inferiorparietal-lh,medialorbitofrontal-rh,parsorbitalis-rh,rostralmiddlefrontal-rh,temporalpole-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.3829787234042553,0.14893617021276595,0.23404255319148937,0.23404255319148937,0.0,0.0,0.0
frontalpole-rh,0.0,0.2727272727272727,0.48484848484848486,0.15151515151515152,0.09090909090909091,0.0,0.0,0.0
inferiorparietal-lh,0.0,0.3235294117647059,0.08823529411764706,0.29411764705882354,0.29411764705882354,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.36666666666666664,0.03333333333333333,0.26666666666666666,0.3333333333333333,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
