,entorhinal-lh,fusiform-lh,inferiortemporal-lh,lateralorbitofrontal-lh,lingual-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh
entorhinal-lh,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354
fusiform-lh,0.0,0.2631578947368421,0.24561403508771928,0.0,0.2631578947368421,0.22807017543859648,0.0,0.0
inferiortemporal-lh,0.0,0.26785714285714285,0.25,0.0,0.26785714285714285,0.21428571428571427,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.5294117647058824,0.0,0.0,0.47058823529411764,0.0
lingual-lh,0.0,0.2631578947368421,0.24561403508771928,0.0,0.2631578947368421,0.22807017543859648,0.0,0.0
parahippocampal-lh,0.0,0.23404255319148937,0.2127659574468085,0.0,0.23404255319148937,0.3191489361702128,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
temporalpole-lh,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.6111111111111112
