,FT9,P8,FT10,F4,Fp2,AF7,F6,AF8
FT9,0.34285714285714286,0.0,0.0,0.0,0.0,0.3333333333333333,0.3238095238095238,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.4864864864864865,0.0,0.0,0.5135135135135135
AF7,0.264,0.0,0.0,0.0,0.0,0.456,0.28,0.0
F6,0.31683168316831684,0.0,0.0,0.0,0.0,0.3465346534653465,0.33663366336633666,0.0
AF8,0.0,0.0,0.0,0.0,0.35185185185185186,0.0,0.0,0.6481481481481481
