,Fz,FC5,P3,Cz,P5,PO3,POz,F6
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.3333333333333333,0.0,0.0,0.2916666666666667,0.375,0.0,0.0
P3,0.0,0.0,0.43333333333333335,0.13333333333333333,0.0,0.0,0.43333333333333335,0.0
Cz,0.0,0.0,0.35714285714285715,0.2857142857142857,0.0,0.0,0.35714285714285715,0.0
P5,0.0,0.34782608695652173,0.0,0.0,0.30434782608695654,0.34782608695652173,0.0,0.0
PO3,0.0,0.2727272727272727,0.0,0.0,0.24242424242424243,0.48484848484848486,0.0,0.0
POz,0.0,0.0,0.43333333333333335,0.13333333333333333,0.0,0.0,0.43333333333333335,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
