,P3,Cz,F5,P1,PO3,POz,PO4,PO8
P3,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.0,0.2857142857142857,0.0
P1,0.0,0.0,0.2,0.26666666666666666,0.2,0.0,0.3333333333333333,0.0
PO3,0.0,0.0,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.0,0.2857142857142857,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.13043478260869565,0.17391304347826086,0.13043478260869565,0.0,0.5652173913043478,0.0
PO8,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334
