,Fp1,TP9,F8,Fp2,AF7,FT8,F6,AF8
Fp1,0.4408866995073892,0.0,0.0,0.4433497536945813,0.0,0.0,0.0,0.11576354679802955
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.43658536585365854,0.0,0.0,0.44878048780487806,0.0,0.0,0.0,0.11463414634146342
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.3357142857142857,0.0,0.0,0.3357142857142857,0.0,0.0,0.0,0.32857142857142857
