,bankssts-lh,fusiform-lh,inferiorparietal-lh,inferiortemporal-lh,lateraloccipital-lh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh
bankssts-lh,0.21671826625386997,0.21052631578947367,0.14860681114551083,0.0,0.14551083591331268,0.058823529411764705,0.043343653250773995,0.17647058823529413
fusiform-lh,0.16161616161616163,0.2297979797979798,0.13636363636363635,0.005050505050505051,0.17929292929292928,0.07323232323232323,0.06313131313131314,0.15151515151515152
inferiorparietal-lh,0.15853658536585366,0.18597560975609756,0.19817073170731708,0.0,0.10670731707317073,0.10365853658536585,0.042682926829268296,0.20426829268292682
inferiortemporal-lh,0.0,0.0,0.0,0.5504587155963303,0.03211009174311927,0.1834862385321101,0.21559633027522937,0.01834862385321101
lateraloccipital-lh,0.12349397590361445,0.1897590361445783,0.08734939759036145,0.03614457831325301,0.2620481927710843,0.06325301204819277,0.13855421686746988,0.09939759036144578
parahippocampal-rh,0.06918238993710692,0.09748427672955975,0.11949685534591195,0.12264150943396226,0.07232704402515723,0.330188679245283,0.059748427672955975,0.1289308176100629
pericalcarine-lh,0.04,0.08,0.04,0.212,0.16,0.06,0.34,0.068
pericalcarine-rh,0.15308641975308643,0.16790123456790124,0.1654320987654321,0.0049382716049382715,0.09876543209876543,0.08395061728395062,0.04691358024691358,0.27901234567901234
