,bankssts-lh,fusiform-lh,inferiorparietal-lh,inferiortemporal-lh,lateraloccipital-lh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh
bankssts-lh,0.37322695035460995,0.13829787234042554,0.11170212765957446,0.026595744680851064,0.10283687943262411,0.0673758865248227,0.061170212765957445,0.11879432624113476
fusiform-lh,0.1029082774049217,0.2826249067859806,0.12453392990305742,0.05145413870246085,0.15212527964205816,0.0529455630126771,0.09321401938851603,0.1401938851603281
inferiorparietal-lh,0.11275415896487985,0.1645101663585952,0.2134935304990758,0.0018484288354898336,0.14695009242144177,0.08595194085027727,0.1044362292051756,0.17005545286506468
inferiortemporal-lh,0.060714285714285714,0.10714285714285714,0.007142857142857143,0.5821428571428572,0.014285714285714285,0.125,0.0875,0.01607142857142857
lateraloccipital-lh,0.09348441926345609,0.17752596789423986,0.1369216241737488,0.0113314447592068,0.22285174693106705,0.05854579792256846,0.15675165250236073,0.14258734655335223
parahippocampal-rh,0.09018264840182648,0.08447488584474885,0.11986301369863013,0.08105022831050228,0.07648401826484018,0.3595890410958904,0.07876712328767123,0.1095890410958904
pericalcarine-lh,0.0686936936936937,0.13175675675675674,0.11148648648648649,0.059684684684684686,0.18018018018018017,0.0686936936936937,0.25675675675675674,0.12274774774774774
pericalcarine-rh,0.11170688114387846,0.1742627345844504,0.16532618409294011,0.005361930294906166,0.14298480786416443,0.0777479892761394,0.09651474530831099,0.22609472743521
