,bankssts-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-rh
bankssts-lh,0.684,0.01,0.042,0.042,0.03,0.018,0.104,0.07
frontalpole-lh,0.005119453924914676,0.71160409556314,0.16723549488054607,0.0,0.0,0.0,0.025597269624573378,0.09044368600682594
frontalpole-rh,0.03511705685618729,0.1588628762541806,0.6103678929765887,0.0,0.028428093645484948,0.05351170568561873,0.03511705685618729,0.07859531772575251
isthmuscingulate-rh,0.036020583190394515,0.003430531732418525,0.0,0.5780445969125214,0.2058319039451115,0.09090909090909091,0.08576329331046312,0.0
lingual-lh,0.016666666666666666,0.0,0.015476190476190477,0.14404761904761904,0.48333333333333334,0.20952380952380953,0.09642857142857143,0.034523809523809526
parahippocampal-lh,0.016209476309226933,0.0,0.032418952618453865,0.06733167082294264,0.2281795511221945,0.5523690773067331,0.05236907730673317,0.05112219451371571
parahippocampal-rh,0.08223684210526316,0.02138157894736842,0.03453947368421053,0.08388157894736842,0.14802631578947367,0.07072368421052631,0.5526315789473685,0.006578947368421052
parsorbitalis-rh,0.07590132827324478,0.0967741935483871,0.07020872865275142,0.0,0.05502846299810247,0.08159392789373814,0.007590132827324478,0.6129032258064516
