,frontalpole-lh,insula-lh,insula-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh
frontalpole-lh,0.12727272727272726,0.13333333333333333,0.1303030303030303,0.13333333333333333,0.1303030303030303,0.08484848484848485,0.13333333333333333,0.12727272727272726
insula-lh,0.06919275123558484,0.14991762767710048,0.15650741350906094,0.14827018121911037,0.15485996705107083,0.047775947281713346,0.14827018121911037,0.12520593080724876
insula-rh,0.06949152542372881,0.14915254237288136,0.15593220338983052,0.14745762711864407,0.15593220338983052,0.04576271186440678,0.14745762711864407,0.1288135593220339
lateralorbitofrontal-lh,0.07,0.15,0.155,0.14833333333333334,0.155,0.04833333333333333,0.14833333333333334,0.125
lateralorbitofrontal-rh,0.07008547008547009,0.14871794871794872,0.15555555555555556,0.147008547008547,0.15555555555555556,0.046153846153846156,0.147008547008547,0.12991452991452992
parahippocampal-rh,0.12167300380228137,0.12547528517110265,0.11787072243346007,0.12547528517110265,0.11787072243346007,0.1596958174904943,0.12547528517110265,0.10646387832699619
rostralanteriorcingulate-lh,0.07,0.15,0.155,0.14833333333333334,0.155,0.04833333333333333,0.14833333333333334,0.125
temporalpole-rh,0.07524752475247524,0.14257425742574256,0.14653465346534653,0.1405940594059406,0.14653465346534653,0.047524752475247525,0.1405940594059406,0.1603960396039604
