,entorhinal-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-rh,parsorbitalis-rh,temporalpole-lh
entorhinal-lh,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.053763440860215055,0.9354838709677419,0.010752688172043012,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.07352941176470588,0.9264705882352942,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.680672268907563,0.0,0.226890756302521,0.09243697478991597,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.0,0.5408805031446541,0.05660377358490566,0.0880503144654088,0.31446540880503143
parahippocampal-rh,0.0,0.0,0.0,0.20175438596491227,0.09649122807017543,0.5087719298245614,0.05263157894736842,0.14035087719298245
parsorbitalis-rh,0.0,0.0,0.0,0.10377358490566038,0.11320754716981132,0.07547169811320754,0.6792452830188679,0.02830188679245283
temporalpole-lh,0.0,0.0,0.0,0.0,0.39097744360902253,0.10526315789473684,0.03759398496240601,0.46616541353383456
