,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,pericalcarine-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.3864864864864865,0.05405405405405406,0.08648648648648649,0.11621621621621622,0.0,0.06756756756756757,0.13243243243243244,0.15675675675675677
frontalpole-rh,0.06642066420664207,0.5608856088560885,0.07380073800738007,0.04428044280442804,0.033210332103321034,0.04428044280442804,0.08487084870848709,0.09225092250922509
insula-rh,0.08264462809917356,0.05509641873278237,0.39669421487603307,0.0,0.0,0.2396694214876033,0.12121212121212122,0.1046831955922865
medialorbitofrontal-lh,0.14826498422712933,0.031545741324921134,0.0,0.4195583596214511,0.17350157728706625,0.0,0.0,0.22712933753943218
medialorbitofrontal-rh,0.0,0.03900709219858156,0.0,0.1950354609929078,0.7127659574468085,0.0,0.0,0.05319148936170213
parahippocampal-rh,0.06705539358600583,0.03498542274052478,0.2653061224489796,0.0,0.0,0.4577259475218659,0.11661807580174927,0.05830903790087463
pericalcarine-rh,0.12430939226519337,0.052486187845303865,0.11878453038674033,0.0,0.0,0.11049723756906077,0.49171270718232046,0.10220994475138122
rostralanteriorcingulate-lh,0.16,0.056,0.09066666666666667,0.18666666666666668,0.029333333333333333,0.042666666666666665,0.096,0.33866666666666667
