,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.4292237442922374,0.2922374429223744,0.0547945205479452,0.0547945205479452,0.0410958904109589,0.0410958904109589,0.0,0.0867579908675799
caudalanteriorcingulate-rh,0.37362637362637363,0.4835164835164835,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
frontalpole-lh,0.04081632653061224,0.0,0.2612244897959184,0.19591836734693877,0.2530612244897959,0.24897959183673468,0.0,0.0
frontalpole-rh,0.04219409282700422,0.0,0.2109704641350211,0.35443037974683544,0.1940928270042194,0.19831223628691982,0.0,0.0
lateralorbitofrontal-rh,0.03070175438596491,0.0,0.2543859649122807,0.18421052631578946,0.27631578947368424,0.2543859649122807,0.0,0.0
parsorbitalis-rh,0.03056768558951965,0.0,0.2576419213973799,0.18777292576419213,0.2663755458515284,0.2576419213973799,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.16853932584269662,0.24719101123595505,0.0,0.0,0.0,0.0,0.0,0.5842696629213483
