,frontalpole-lh,frontalpole-rh,fusiform-rh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
frontalpole-lh,0.32748538011695905,0.2807017543859649,0.0,0.08187134502923976,0.0,0.0,0.30994152046783624,0.0
frontalpole-rh,0.25,0.3352272727272727,0.0,0.10227272727272728,0.0,0.0,0.2727272727272727,0.03977272727272727
fusiform-rh,0.0,0.0,0.5886524822695035,0.10638297872340426,0.3049645390070922,0.0,0.0,0.0
parahippocampal-lh,0.08571428571428572,0.11428571428571428,0.12142857142857143,0.45714285714285713,0.06428571428571428,0.0,0.06428571428571428,0.09285714285714286
parahippocampal-rh,0.0,0.0,0.38235294117647056,0.08823529411764706,0.5294117647058824,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-rh,0.30113636363636365,0.29545454545454547,0.0,0.0625,0.0,0.0,0.3409090909090909,0.0
rostralmiddlefrontal-rh,0.0,0.03225806451612903,0.0,0.13978494623655913,0.0,0.0,0.0,0.8279569892473119
