,caudalmiddlefrontal-lh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.52,0.0,0.0,0.0,0.0,0.48,0.0,0.0
inferiorparietal-rh,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.28888888888888886,0.7111111111111111,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
superiorparietal-rh,0.5106382978723404,0.0,0.0,0.0,0.0,0.48936170212765956,0.0,0.0
superiortemporal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.7241379310344828,0.27586206896551724
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143
