,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.4166666666666667,0.0,0.0,0.0,0.26666666666666666,0.016666666666666666,0.0,0.3
parsopercularis-lh,0.0,0.26605504587155965,0.10091743119266056,0.24770642201834864,0.22018348623853212,0.0,0.1651376146788991,0.0
parstriangularis-rh,0.0,0.14102564102564102,0.4358974358974359,0.14102564102564102,0.14102564102564102,0.0,0.14102564102564102,0.0
rostralmiddlefrontal-lh,0.0,0.23684210526315788,0.09649122807017543,0.2982456140350877,0.21052631578947367,0.0,0.15789473684210525,0.0
rostralmiddlefrontal-rh,0.11564625850340136,0.16326530612244897,0.07482993197278912,0.16326530612244897,0.2653061224489796,0.0,0.12244897959183673,0.09523809523809523
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiortemporal-lh,0.0,0.19148936170212766,0.11702127659574468,0.19148936170212766,0.19148936170212766,0.0,0.30851063829787234,0.0
superiortemporal-rh,0.375,0.0,0.0,0.0,0.25,0.020833333333333332,0.0,0.3541666666666667
