,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.2621359223300971,0.11650485436893204,0.13592233009708737,0.23300970873786409,0.14563106796116504,0.0,0.0,0.10679611650485436
inferiorparietal-rh,0.09022556390977443,0.3383458646616541,0.12781954887218044,0.09022556390977443,0.045112781954887216,0.10526315789473684,0.015037593984962405,0.18796992481203006
parstriangularis-rh,0.12727272727272726,0.19090909090909092,0.24545454545454545,0.12727272727272726,0.1,0.0,0.05454545454545454,0.15454545454545454
rostralmiddlefrontal-lh,0.23423423423423423,0.10810810810810811,0.12612612612612611,0.27927927927927926,0.15315315315315314,0.0,0.0,0.0990990990990991
rostralmiddlefrontal-rh,0.20238095238095238,0.09523809523809523,0.15476190476190477,0.21428571428571427,0.20238095238095238,0.0,0.0,0.13095238095238096
superiortemporal-lh,0.0,0.2545454545454545,0.0,0.0,0.0,0.5818181818181818,0.0,0.16363636363636364
superiortemporal-rh,0.0,0.15384615384615385,0.3076923076923077,0.0,0.0,0.0,0.38461538461538464,0.15384615384615385
supramarginal-rh,0.09243697478991597,0.23529411764705882,0.15966386554621848,0.09243697478991597,0.07563025210084033,0.07563025210084033,0.03361344537815126,0.23529411764705882
