,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh
caudalmiddlefrontal-rh,0.288135593220339,0.17796610169491525,0.2457627118644068,0.0,0.288135593220339,0.0,0.0,0.0
parsopercularis-lh,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0
parstriangularis-rh,0.25,0.16964285714285715,0.33035714285714285,0.0,0.25,0.0,0.0,0.0
postcentral-lh,0.0,0.0,0.0,0.3076923076923077,0.0,0.17582417582417584,0.2857142857142857,0.23076923076923078
postcentral-rh,0.288135593220339,0.17796610169491525,0.2457627118644068,0.0,0.288135593220339,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.25,0.0,0.2857142857142857,0.23214285714285715,0.23214285714285715
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.29411764705882354,0.0,0.15294117647058825,0.3411764705882353,0.21176470588235294
superiorparietal-rh,0.0,0.0,0.0,0.2911392405063291,0.0,0.189873417721519,0.25316455696202533,0.26582278481012656
