,FC1,TP9,Oz,T8,Fp2,AF7,C1,P2
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.3361581920903955,0.21468926553672316,0.3446327683615819,0.0,0.0,0.10451977401129943,0.0
Oz,0.0,0.2835249042145594,0.2835249042145594,0.29118773946360155,0.0,0.0,0.1417624521072797,0.0
T8,0.0,0.3269230769230769,0.2087912087912088,0.3626373626373626,0.0,0.0,0.10164835164835165,0.0
Fp2,0.0,0.0,0.0,0.0,0.3482142857142857,0.3482142857142857,0.0,0.30357142857142855
AF7,0.0,0.0,0.0,0.0,0.3508771929824561,0.3508771929824561,0.0,0.2982456140350877
C1,0.0,0.25170068027210885,0.25170068027210885,0.25170068027210885,0.0,0.0,0.24489795918367346,0.0
P2,0.0,0.0,0.0,0.0,0.33663366336633666,0.33663366336633666,0.0,0.32673267326732675
