,CP5,P7,P8,TP10,Fp2,P5,PO7,P6
CP5,0.28865979381443296,0.0,0.0,0.10309278350515463,0.0,0.30927835051546393,0.29896907216494845,0.0
P7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TP10,0.1506849315068493,0.0,0.0,0.3424657534246575,0.0,0.1506849315068493,0.1506849315068493,0.2054794520547945
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.2815533980582524,0.0,0.0,0.0970873786407767,0.0,0.3300970873786408,0.2912621359223301,0.0
PO7,0.2857142857142857,0.0,0.0,0.10204081632653061,0.0,0.3163265306122449,0.29591836734693877,0.0
P6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
