,Fp1,TP10,Cz,F8,AF7,C5,FC4,FCz
Fp1,0.3448275862068966,0.0,0.0,0.2413793103448276,0.0,0.22413793103448276,0.0,0.1896551724137931
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.35,0.0,0.375,0.0,0.275,0.0
F8,0.28846153846153844,0.0,0.0,0.25,0.0,0.25,0.0,0.21153846153846154
AF7,0.0,0.0,0.34146341463414637,0.0,0.3902439024390244,0.0,0.2682926829268293,0.0
C5,0.2857142857142857,0.0,0.0,0.24489795918367346,0.0,0.24489795918367346,0.0,0.22448979591836735
FC4,0.0,0.0,0.34210526315789475,0.0,0.3157894736842105,0.0,0.34210526315789475,0.0
FCz,0.2727272727272727,0.0,0.0,0.25,0.0,0.25,0.0,0.22727272727272727
