,bankssts-rh,entorhinal-lh,frontalpole-lh,lingual-rh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh,temporalpole-rh
bankssts-rh,0.9848484848484849,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.6167247386759582,0.0,0.0,0.11149825783972125,0.0,0.27177700348432055,0.0
frontalpole-lh,0.012987012987012988,0.0,0.7186147186147186,0.1341991341991342,0.0,0.1341991341991342,0.0,0.0
lingual-rh,0.0,0.0,0.15765765765765766,0.5225225225225225,0.0,0.31981981981981983,0.0,0.0
parahippocampal-lh,0.0,0.18354430379746836,0.0,0.0,0.8164556962025317,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.16587677725118483,0.3459715639810427,0.0,0.4881516587677725,0.0,0.0
temporalpole-lh,0.0,0.3894230769230769,0.0,0.0,0.0,0.0,0.6105769230769231,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
