,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh
parstriangularis-rh,0.7741935483870968,0.0,0.11290322580645161,0.0,0.0,0.0,0.0,0.11290322580645161
postcentral-lh,0.0,0.5217391304347826,0.043478260869565216,0.17391304347826086,0.17391304347826086,0.0,0.0,0.08695652173913043
postcentral-rh,0.11904761904761904,0.0,0.7380952380952381,0.0,0.0,0.0,0.0,0.14285714285714285
rostralmiddlefrontal-lh,0.0,0.06349206349206349,0.0,0.5873015873015873,0.2857142857142857,0.031746031746031744,0.031746031746031744,0.0
rostralmiddlefrontal-rh,0.0,0.05970149253731343,0.0,0.2835820895522388,0.6567164179104478,0.0,0.0,0.0
superiorfrontal-lh,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.8636363636363636,0.0,0.0
superiorparietal-lh,0.0,0.0,0.0,0.10344827586206896,0.0,0.06896551724137931,0.8275862068965517,0.0
superiorparietal-rh,0.1276595744680851,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.6595744680851063
