,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh
parsopercularis-lh,0.5079365079365079,0.06349206349206349,0.0,0.09523809523809523,0.2698412698412698,0.06349206349206349,0.0,0.0
parstriangularis-rh,0.17391304347826086,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-lh,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0
postcentral-rh,0.125,0.0,0.0,0.6666666666666666,0.125,0.041666666666666664,0.0,0.041666666666666664
rostralmiddlefrontal-lh,0.2638888888888889,0.0,0.0,0.08333333333333333,0.4861111111111111,0.16666666666666666,0.0,0.0
superiorfrontal-lh,0.10526315789473684,0.0,0.0,0.07017543859649122,0.2807017543859649,0.49122807017543857,0.05263157894736842,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.8695652173913043,0.0
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.9459459459459459
