,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
parsopercularis-lh,0.3076923076923077,0.11538461538461539,0.21153846153846154,0.07692307692307693,0.15384615384615385,0.0,0.057692307692307696,0.07692307692307693
parstriangularis-rh,0.13333333333333333,0.35,0.06666666666666667,0.11666666666666667,0.0,0.08333333333333333,0.0,0.25
postcentral-lh,0.3142857142857143,0.08571428571428572,0.2857142857142857,0.05714285714285714,0.22857142857142856,0.0,0.0,0.02857142857142857
postcentral-rh,0.1891891891891892,0.1891891891891892,0.10810810810810811,0.21621621621621623,0.08108108108108109,0.02702702702702703,0.0,0.1891891891891892
rostralmiddlefrontal-rh,0.19047619047619047,0.0,0.19047619047619047,0.07142857142857142,0.5238095238095238,0.0,0.023809523809523808,0.0
superiorparietal-lh,0.0,0.3,0.0,0.15,0.0,0.25,0.0,0.3
superiorparietal-rh,0.08333333333333333,0.0,0.0,0.0,0.25,0.0,0.6666666666666666,0.0
superiortemporal-rh,0.12,0.3,0.06,0.14,0.0,0.1,0.0,0.28
