,Fp1,F7,TP10,T8,F8,Fp2,TP7,F6
Fp1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
F7,0.0,0.6153846153846154,0.19230769230769232,0.07692307692307693,0.11538461538461539,0.0,0.0,0.0
TP10,0.0,0.1875,0.8125,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.375,0.0,0.25,0.375,0.0,0.0,0.0
F8,0.0,0.4444444444444444,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347826
