,cuneus-rh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,paracentral-lh,parsorbitalis-lh,temporalpole-lh
cuneus-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.7272727272727273,0.10909090909090909,0.0,0.16363636363636364,0.0,0.0,0.0
frontalpole-rh,0.0,0.15841584158415842,0.693069306930693,0.04950495049504951,0.09900990099009901,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.03676470588235294,0.34558823529411764,0.3014705882352941,0.0,0.125,0.19117647058823528
medialorbitofrontal-lh,0.0,0.11864406779661017,0.03389830508474576,0.23163841807909605,0.3728813559322034,0.0,0.096045197740113,0.14689265536723164
paracentral-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.18421052631578946,0.18421052631578946,0.0,0.35964912280701755,0.2719298245614035
temporalpole-lh,0.0,0.0,0.0,0.21428571428571427,0.21428571428571427,0.0,0.19285714285714287,0.37857142857142856
