,P8,FT10,FC6,F4,F8,Fp2,AF7,AF8
P8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.2704714640198511,0.271712158808933,0.271712158808933,0.18610421836228289
Fp2,0.0,0.0,0.0,0.0,0.22637590861889928,0.37175493250259606,0.24610591900311526,0.1557632398753894
AF7,0.0,0.0,0.0,0.0,0.24061810154525387,0.26269315673289184,0.33112582781456956,0.16556291390728478
AF8,0.0,0.0,0.0,0.0,0.2180232558139535,0.2180232558139535,0.2180232558139535,0.34593023255813954
