,P8,FT10,FC6,F4,F8,Fp2,AF7,AF8
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.2704714640198511,0.271712158808933,0.271712158808933,0.18610421836228289
Fp2,0.0,0.0,0.0,0.0,0.2534883720930233,0.29651162790697677,0.2755813953488372,0.1744186046511628
AF7,0.0,0.0,0.0,0.0,0.2586002372479241,0.2823250296559905,0.28113879003558717,0.17793594306049823
AF8,0.0,0.0,0.0,0.0,0.25041736227045075,0.25041736227045075,0.25041736227045075,0.24874791318864775
