,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P4,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,AF8,AF4,F2,FCz
Fp1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.07699950322901143,0.01092896174863388,0.018877297565822158,0.0,0.02384500745156483,0.0,0.0,0.0,0.0,0.0,0.0,0.03576751117734724,0.0,0.06954793840039741,0.0,0.07550919026328863,0.0,0.005961251862891207,0.0,0.07749627421758569,0.05116741182314953,0.0,0.0,0.03229011425732737,0.0,0.012916045702930949,0.022851465474416296,0.0,0.0273224043715847,0.0,0.0,0.0,0.0,0.0,0.026328862394436166,0.05216095380029806,0.04868355688027819,0.04570293094883259,0.0,0.04868355688027819,0.06507699950322901,0.0,0.01788375558867362,0.0,0.006954793840039742,0.0,0.03527074018877298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022851465474416296,0.039244908097367116,0.04967709885742673
F7,0.0,0.0,0.043137254901960784,0.10784313725490197,0.043137254901960784,0.0,0.043137254901960784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043137254901960784,0.0,0.043137254901960784,0.0,0.0,0.0,0.043137254901960784,0.0,0.0,0.0,0.043137254901960784,0.0,0.021568627450980392,0.09019607843137255,0.0,0.043137254901960784,0.0,0.0,0.0,0.0,0.0,0.043137254901960784,0.043137254901960784,0.043137254901960784,0.043137254901960784,0.0,0.043137254901960784,0.043137254901960784,0.0,0.00392156862745098,0.0,0.0,0.0,0.043137254901960784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043137254901960784,0.043137254901960784,0.043137254901960784
FT9,0.0,0.0,0.04871794871794872,0.028205128205128206,0.047435897435897434,0.0,0.04871794871794872,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.04871794871794872,0.0,0.04871794871794872,0.0,0.0,0.0,0.04871794871794872,0.016666666666666666,0.0,0.0,0.04871794871794872,0.0,0.016666666666666666,0.03974358974358974,0.0,0.041025641025641026,0.0,0.0,0.0,0.0,0.0,0.04871794871794872,0.04871794871794872,0.04871794871794872,0.04871794871794872,0.0,0.04871794871794872,0.04871794871794872,0.0,0.020512820512820513,0.0,0.0,0.0,0.04871794871794872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04230769230769231,0.04871794871794872,0.04871794871794872
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.04929577464788732,0.022132796780684104,0.03621730382293763,0.0,0.047283702213279676,0.0,0.0,0.0,0.0,0.0,0.0,0.025150905432595575,0.0,0.04929577464788732,0.0,0.04929577464788732,0.0,0.005030181086519115,0.0,0.04929577464788732,0.025150905432595575,0.0,0.0,0.0482897384305835,0.0,0.015090543259557344,0.03319919517102616,0.0,0.03621730382293763,0.0,0.0,0.0,0.0,0.0,0.04426559356136821,0.04929577464788732,0.04929577464788732,0.04929577464788732,0.0,0.04929577464788732,0.04929577464788732,0.0,0.028169014084507043,0.0,0.005030181086519115,0.0,0.04929577464788732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03722334004024145,0.04929577464788732,0.04929577464788732
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054339010543390104,0.055150040551500405,0.0413625304136253,0.055150040551500405,0.0,0.055150040551500405,0.0,0.055150040551500405,0.0,0.0,0.0,0.0535279805352798,0.0,0.0,0.055150040551500405,0.055150040551500405,0.0,0.055150040551500405,0.0,0.0,0.055150040551500405,0.0,0.055150040551500405,0.0,0.0,0.050283860502838604,0.055150040551500405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056772100567721,0.0,0.0267639902676399,0.0,0.0,0.0,0.055150040551500405,0.055150040551500405,0.0,0.0,0.0,0.05190592051905921,0.054339010543390104,0.0,0.0,0.0
