,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,inferiortemporal-lh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.16666666666666666,0.15,0.0,0.18333333333333332,0.18333333333333332,0.0,0.16666666666666666,0.15
caudalanteriorcingulate-rh,0.1724137931034483,0.15517241379310345,0.0,0.1724137931034483,0.1724137931034483,0.0,0.1724137931034483,0.15517241379310345
inferiortemporal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.15625,0.140625,0.0,0.21875,0.1875,0.0,0.15625,0.140625
lateraloccipital-rh,0.15873015873015872,0.14285714285714285,0.0,0.20634920634920634,0.19047619047619047,0.0,0.15873015873015872,0.14285714285714285
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.16666666666666666,0.15,0.0,0.18333333333333332,0.18333333333333332,0.0,0.16666666666666666,0.15
rostralanteriorcingulate-rh,0.1724137931034483,0.15517241379310345,0.0,0.1724137931034483,0.1724137931034483,0.0,0.1724137931034483,0.15517241379310345
