,Fp1,F3,FT10,F8,AF7,AF3,AF8,AF4
Fp1,0.5179856115107914,0.0,0.0,0.0,0.0,0.0,0.48201438848920863,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.532608695652174,0.0,0.4673913043478261
AF8,0.5012468827930174,0.0,0.0,0.0,0.0,0.0,0.49875311720698257,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.352,0.0,0.648
