,Fp1,TP10,FT10,F8,Fp2,AF7,FC3,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.4948453608247423,0.0,0.0,0.0,0.0,0.5051546391752577,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.375,0.0,0.0,0.0,0.0,0.625,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
