,Fp1,TP9,P3,O1,F8,Fp2,AF7,AF8
Fp1,0.5204081632653061,0.0,0.0,0.0,0.0,0.47959183673469385,0.0,0.0
TP9,0.0,0.8292682926829268,0.0,0.17073170731707318,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.5116279069767442,0.0,0.4883720930232558,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
