,Fp1,Fz,TP9,T8,Fp2,AF7,AFz,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.5637583892617449,0.436241610738255,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.23022432113341204,0.7697756788665879,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
