,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.048058252427184464,0.019902912621359223,0.0,0.0,0.02912621359223301,0.01650485436893204,0.015048543689320388,0.04757281553398058,0.0,0.0,0.027184466019417475,0.010194174757281554,0.0,0.03640776699029126,0.019417475728155338,0.005825242718446602,0.0,0.03155339805825243,0.01262135922330097,0.030097087378640777,0.0,0.015048543689320388,0.04854368932038835,0.04902912621359223,0.0,0.04951456310679612,0.000970873786407767,0.043689320388349516,0.04757281553398058,0.0,0.0,0.0,0.015048543689320388,0.0,0.01116504854368932,0.0014563106796116505,0.0,0.032524271844660196,0.02378640776699029,0.0,0.01699029126213592,0.03398058252427184,0.0,0.001941747572815534,0.04902912621359223,0.0,0.04902912621359223,0.0,0.017475728155339806,0.03446601941747573,0.0,0.0,0.04902912621359223,0.0,0.03349514563106796,0.001941747572815534,0.0014563106796116505,0.0,0.015048543689320388,0.00825242718446602
F3,0.035012809564474806,0.033304867634500426,0.0,0.0,0.033304867634500426,0.028181041844577284,0.025619128949615714,0.035012809564474806,0.0,0.0,0.028181041844577284,0.017079419299743808,0.0,0.035012809564474806,0.03159692570452605,0.010247651579846286,0.0,0.03159692570452605,0.017933390264730998,0.03159692570452605,0.0,0.026473099914602904,0.035012809564474806,0.035012809564474806,0.0,0.035012809564474806,0.0,0.035012809564474806,0.035012809564474806,0.0,0.0,0.0,0.02220324508966695,0.0,0.015371477369769428,0.0,0.0,0.033304867634500426,0.035012809564474806,0.0,0.029035012809564473,0.035012809564474806,0.0,0.0,0.035012809564474806,0.0,0.035012809564474806,0.0,0.029888983774551667,0.033304867634500426,0.0,0.0,0.035012809564474806,0.0,0.035012809564474806,0.0,0.0017079419299743809,0.0,0.016225448334756618,0.013663535439795047
FT9,0.0,0.0,0.05217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.02608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.05652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05652173913043478,0.0,0.05652173913043478,0.0,0.0,0.05652173913043478,0.05652173913043478,0.004347826086956522,0.0,0.05652173913043478,0.0,0.05652173913043478,0.05652173913043478,0.0,0.0,0.05652173913043478,0.0,0.0,0.0,0.05652173913043478,0.0,0.05652173913043478,0.0,0.05652173913043478,0.0,0.0,0.0,0.034782608695652174,0.0,0.05652173913043478,0.0,0.05652173913043478,0.034782608695652174,0.05652173913043478,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.038910505836575876,0.026588845654993514,0.0,0.0,0.03761348897535668,0.020752269779507133,0.020103761348897537,0.038910505836575876,0.0,0.0,0.0304798962386511,0.01232166018158236,0.0,0.03826199740596628,0.02594033722438392,0.007782101167315175,0.0,0.03631647211413749,0.01556420233463035,0.03501945525291829,0.0,0.020103761348897537,0.038910505836575876,0.038910505836575876,0.0,0.038910505836575876,0.0,0.038910505836575876,0.038910505836575876,0.0,0.0,0.0,0.01880674448767834,0.0,0.013618677042801557,0.0006485084306095979,0.0,0.03826199740596628,0.0311284046692607,0.0,0.021400778210116732,0.035667963683527884,0.0,0.0012970168612191958,0.038910505836575876,0.0,0.038910505836575876,0.0,0.02204928664072633,0.03826199740596628,0.0,0.0,0.038910505836575876,0.0,0.03696498054474708,0.0012970168612191958,0.0006485084306095979,0.0,0.014267185473411154,0.009727626459143969
C3,0.032388663967611336,0.03137651821862348,0.0,0.0,0.030364372469635626,0.03744939271255061,0.02327935222672065,0.03441295546558704,0.0,0.0,0.02631578947368421,0.025303643724696356,0.0,0.0354251012145749,0.030364372469635626,0.012145748987854251,0.0,0.02834008097165992,0.01417004048582996,0.02834008097165992,0.0,0.02631578947368421,0.032388663967611336,0.032388663967611336,0.0,0.03441295546558704,0.0,0.0354251012145749,0.03643724696356275,0.0,0.0020242914979757085,0.0,0.019230769230769232,0.0,0.011133603238866396,0.0,0.0,0.030364372469635626,0.032388663967611336,0.0,0.0354251012145749,0.03643724696356275,0.0,0.0,0.032388663967611336,0.0,0.0354251012145749,0.0,0.03340080971659919,0.030364372469635626,0.005060728744939271,0.0,0.032388663967611336,0.0,0.03441295546558704,0.0,0.008097165991902834,0.0,0.012145748987854251,0.022267206477732792
T7,0.033155080213903745,0.033155080213903745,0.0,0.0,0.033155080213903745,0.026737967914438502,0.03208556149732621,0.033155080213903745,0.0,0.0,0.033155080213903745,0.012834224598930482,0.0,0.033155080213903745,0.033155080213903745,0.012834224598930482,0.0,0.033155080213903745,0.022459893048128343,0.033155080213903745,0.0,0.031016042780748664,0.033155080213903745,0.033155080213903745,0.0,0.033155080213903745,0.0,0.033155080213903745,0.033155080213903745,0.0,0.0,0.0,0.027807486631016044,0.0,0.019251336898395723,0.0,0.0,0.033155080213903745,0.033155080213903745,0.0,0.027807486631016044,0.033155080213903745,0.0,0.0,0.033155080213903745,0.0,0.033155080213903745,0.0,0.028877005347593583,0.033155080213903745,0.0,0.0,0.033155080213903745,0.0,0.033155080213903745,0.0,0.0,0.0,0.020320855614973262,0.008556149732620321
TP9,0.04588528678304239,0.020448877805486283,0.0,0.0,0.02892768079800499,0.017955112219451373,0.015461346633416459,0.04937655860349127,0.0,0.0,0.02493765586034913,0.011471321695760598,0.0,0.03890274314214464,0.01945137157107232,0.0059850374064837905,0.0,0.02942643391521197,0.011471321695760598,0.028428927680798004,0.0,0.015461346633416459,0.04688279301745636,0.04738154613466334,0.0,0.050374064837905234,0.0,0.04638403990024938,0.05087281795511222,0.0,0.0,0.0,0.013965087281795512,0.0,0.00997506234413965,0.0,0.0,0.03192019950124688,0.024438902743142144,0.0,0.018453865336658354,0.035910224438902745,0.0,0.0004987531172069825,0.04837905236907731,0.0,0.05087281795511222,0.0,0.017955112219451373,0.032418952618453865,0.000997506234413965,0.0,0.04887780548628429,0.0,0.034912718204488775,0.0004987531172069825,0.0024937655860349127,0.0,0.012468827930174564,0.009476309226932668
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.0,0.041884816753926704,0.0,0.0,0.0,0.0,0.0,0.0,0.04712041884816754,0.0,0.0,0.0,0.0,0.0,0.0,0.05235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05235602094240838,0.0,0.05235602094240838,0.0,0.0,0.05235602094240838,0.05235602094240838,0.020942408376963352,0.0,0.05235602094240838,0.0,0.05235602094240838,0.05235602094240838,0.0,0.0,0.05235602094240838,0.0,0.0,0.0,0.05235602094240838,0.0,0.05235602094240838,0.0,0.05235602094240838,0.0,0.0,0.0,0.05235602094240838,0.0,0.05235602094240838,0.0,0.05235602094240838,0.05235602094240838,0.05235602094240838,0.0,0.0
Pz,0.039283252929014474,0.024810475534114404,0.0,0.0,0.03514817367332874,0.019297036526533425,0.021364576154376293,0.037215713301171606,0.0,0.0,0.03790489317711923,0.010337698139214336,0.0,0.033769813921433495,0.025499655410062026,0.008270158511371467,0.0,0.039283252929014474,0.01791867677463818,0.039283252929014474,0.0,0.021364576154376293,0.039283252929014474,0.039283252929014474,0.0,0.039283252929014474,0.0013783597518952446,0.03652653342522398,0.037215713301171606,0.0,0.0,0.0,0.021364576154376293,0.0,0.015851137146795313,0.002067539627842867,0.0,0.03790489317711923,0.026188835286009647,0.0,0.019986216402481046,0.030323914541695383,0.0,0.0027567195037904893,0.039283252929014474,0.0,0.03859407305306685,0.0,0.02067539627842867,0.039283252929014474,0.0,0.0,0.039283252929014474,0.0,0.03170227429359063,0.0027567195037904893,0.0,0.0,0.02067539627842867,0.007580978635423846
P3,0.03270223752151463,0.03098106712564544,0.0,0.0,0.029259896729776247,0.04130808950086059,0.01721170395869191,0.03614457831325301,0.0,0.0,0.022375215146299483,0.04130808950086059,0.0,0.0378657487091222,0.029259896729776247,0.010327022375215147,0.0,0.025817555938037865,0.0017211703958691911,0.025817555938037865,0.0,0.022375215146299483,0.03270223752151463,0.03270223752151463,0.0,0.03614457831325301,0.0,0.0378657487091222,0.039586919104991396,0.0,0.0034423407917383822,0.0,0.010327022375215147,0.0,0.0,0.0,0.0,0.029259896729776247,0.03270223752151463,0.0,0.0378657487091222,0.039586919104991396,0.0,0.0,0.03270223752151463,0.0,0.0378657487091222,0.0,0.03442340791738382,0.029259896729776247,0.008605851979345954,0.0,0.03270223752151463,0.0,0.03614457831325301,0.0,0.013769363166953529,0.0,0.0,0.0378657487091222
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.040711009174311925,0.023509174311926607,0.0,0.0,0.03211009174311927,0.02121559633027523,0.017775229357798166,0.04357798165137615,0.0,0.0,0.025802752293577983,0.013761467889908258,0.0,0.04357798165137615,0.021788990825688075,0.006880733944954129,0.0,0.03096330275229358,0.01261467889908257,0.02981651376146789,0.0,0.017775229357798166,0.040711009174311925,0.04128440366972477,0.0,0.04357798165137615,0.0,0.04415137614678899,0.04472477064220184,0.0,0.0,0.0,0.01548165137614679,0.0,0.010894495412844037,0.0,0.0,0.0338302752293578,0.02809633027522936,0.0,0.02121559633027523,0.041857798165137614,0.0,0.0,0.04243119266055046,0.0,0.04415137614678899,0.0,0.020642201834862386,0.034403669724770644,0.0017201834862385322,0.0,0.04243119266055046,0.0,0.040137614678899085,0.0,0.0034403669724770644,0.0,0.011467889908256881,0.011467889908256881
Oz,0.03442340791738382,0.03356282271944923,0.0,0.0,0.03356282271944923,0.027538726333907058,0.02667814113597246,0.03442340791738382,0.0,0.0,0.030120481927710843,0.016351118760757316,0.0,0.03442340791738382,0.03356282271944923,0.010327022375215147,0.0,0.031841652323580036,0.019793459552495698,0.031841652323580036,0.0,0.02667814113597246,0.03442340791738382,0.03442340791738382,0.0,0.03442340791738382,0.0,0.03442340791738382,0.03442340791738382,0.0,0.0,0.0,0.024096385542168676,0.0,0.01721170395869191,0.0,0.0,0.03356282271944923,0.03356282271944923,0.0,0.028399311531841654,0.03270223752151463,0.0,0.0008605851979345956,0.03442340791738382,0.0,0.03442340791738382,0.0,0.029259896729776247,0.03356282271944923,0.0,0.0,0.03442340791738382,0.0,0.03356282271944923,0.0008605851979345956,0.0008605851979345956,0.0,0.018072289156626505,0.012908777969018933
O2,0.03234501347708895,0.03234501347708895,0.0,0.0,0.03234501347708895,0.03234501347708895,0.03234501347708895,0.03234501347708895,0.0,0.0,0.03234501347708895,0.0215633423180593,0.0,0.03234501347708895,0.03234501347708895,0.029649595687331536,0.0,0.03234501347708895,0.016172506738544475,0.03234501347708895,0.0,0.03234501347708895,0.03234501347708895,0.03234501347708895,0.0,0.03234501347708895,0.0,0.03234501347708895,0.03234501347708895,0.0,0.0,0.0,0.029649595687331536,0.0,0.008086253369272238,0.0,0.0,0.03234501347708895,0.03234501347708895,0.0,0.03234501347708895,0.03234501347708895,0.0,0.0,0.03234501347708895,0.0,0.03234501347708895,0.0,0.03234501347708895,0.03234501347708895,0.0,0.0,0.03234501347708895,0.0,0.03234501347708895,0.0,0.0,0.0,0.01078167115902965,0.01078167115902965
