,Fp1,P3,Oz,O2,FT10,AFz,PO4,PO8
Fp1,0.17391304347826086,0.11548913043478261,0.14130434782608695,0.001358695652173913,0.14266304347826086,0.14266304347826086,0.14130434782608695,0.14130434782608695
P3,0.12645348837209303,0.3808139534883721,0.09593023255813954,0.0,0.10901162790697674,0.09593023255813954,0.09593023255813954,0.09593023255813954
Oz,0.1527165932452276,0.09544787077826726,0.14977973568281938,0.0,0.1512481644640235,0.1512481644640235,0.14977973568281938,0.14977973568281938
O2,0.008928571428571428,0.0,0.008928571428571428,0.9464285714285714,0.008928571428571428,0.008928571428571428,0.008928571428571428,0.008928571428571428
FT10,0.14464534075104313,0.1043115438108484,0.14186369958275383,0.0,0.18219749652294853,0.14325452016689846,0.14186369958275383,0.14186369958275383
AFz,0.15273775216138327,0.09510086455331412,0.14985590778097982,0.0,0.15129682997118155,0.15129682997118155,0.14985590778097982,0.14985590778097982
PO4,0.1527165932452276,0.09544787077826726,0.14977973568281938,0.0,0.1512481644640235,0.1512481644640235,0.14977973568281938,0.14977973568281938
PO8,0.1527165932452276,0.09544787077826726,0.14977973568281938,0.0,0.1512481644640235,0.1512481644640235,0.14977973568281938,0.14977973568281938
