,Oz,O2,FT10,P1,P5,PO3,PO4,PO8
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.34545454545454546,0.32727272727272727,0.32727272727272727,0.0,0.0
P5,0.0,0.0,0.0,0.34615384615384615,0.3269230769230769,0.3269230769230769,0.0,0.0
PO3,0.0,0.0,0.0,0.34615384615384615,0.3269230769230769,0.3269230769230769,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
