,frontalpole-lh,frontalpole-rh,insula-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.6096,0.3792,0.0,0.0,0.0,0.0,0.0,0.0112
frontalpole-rh,0.24012158054711247,0.5805471124620061,0.0,0.05876393110435663,0.11448834853090173,0.005065856129685917,0.0,0.0010131712259371835
insula-lh,0.002789400278940028,0.0,0.6401673640167364,0.001394700139470014,0.0,0.023709902370990237,0.1087866108786611,0.22315202231520223
medialorbitofrontal-lh,0.0,0.07268170426065163,0.0,0.6528822055137845,0.12155388471177944,0.12531328320802004,0.02506265664160401,0.002506265664160401
medialorbitofrontal-rh,0.0,0.13544303797468354,0.0,0.11139240506329114,0.489873417721519,0.16329113924050634,0.05189873417721519,0.04810126582278481
parsorbitalis-rh,0.0,0.005482456140350877,0.01864035087719298,0.09868421052631579,0.12938596491228072,0.5789473684210527,0.10307017543859649,0.06578947368421052
temporalpole-lh,0.0,0.0,0.08463251670378619,0.028953229398663696,0.036748329621380846,0.10467706013363029,0.6648106904231625,0.0801781737193764
temporalpole-rh,0.00639386189258312,0.0,0.19948849104859334,0.0,0.04092071611253197,0.0741687979539642,0.10741687979539642,0.571611253196931
