,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.08938053097345133,0.010619469026548672,0.05309734513274336,0.02743362831858407,0.017699115044247787,0.005309734513274336,0.008849557522123894,0.0584070796460177,0.004424778761061947,0.046902654867256637,0.0,0.0008849557522123894,0.061061946902654866,0.01415929203539823,0.008849557522123894,0.016814159292035398,0.007964601769911504,0.022123893805309734,0.008849557522123894,0.02743362831858407,0.006194690265486726,0.0,0.01504424778761062,0.01592920353982301,0.0,0.008849557522123894,0.009734513274336283,0.05398230088495575,0.018584070796460177,0.0,0.0,0.0,0.0,0.007964601769911504,0.05752212389380531,0.0,0.0,0.007079646017699115,0.01415929203539823,0.007964601769911504,0.017699115044247787,0.0,0.034513274336283185,0.016814159292035398,0.0,0.05486725663716814,0.02654867256637168,0.02831858407079646,0.01415929203539823,0.0,0.021238938053097345,0.0,0.018584070796460177,0.03008849557522124,0.008849557522123894,0.0,0.011504424778761062,0.0,0.0,0.0,0.002654867256637168,0.0008849557522123894
F3,0.008524590163934427,0.058360655737704915,0.0,0.02360655737704918,0.037377049180327866,0.03016393442622951,0.020327868852459016,0.020327868852459016,0.01180327868852459,0.003278688524590164,0.009836065573770493,0.03081967213114754,0.003278688524590164,0.0,0.013114754098360656,0.01639344262295082,0.024262295081967214,0.031475409836065574,0.04524590163934426,0.03016393442622951,0.0,0.003934426229508197,0.028852459016393443,0.02754098360655738,0.0045901639344262295,0.017049180327868854,0.022295081967213116,0.02098360655737705,0.024918032786885248,0.0,0.0,0.0,0.0,0.005901639344262295,0.02622950819672131,0.025573770491803278,0.002622950819672131,0.03081967213114754,0.02622950819672131,0.0,0.01377049180327869,0.018360655737704918,0.005245901639344262,0.0,0.017049180327868854,0.005245901639344262,0.006557377049180328,0.0045901639344262295,0.04655737704918033,0.0,0.01377049180327869,0.0,0.031475409836065574,0.005245901639344262,0.021639344262295083,0.0,0.02622950819672131,0.02754098360655738,0.0,0.0,0.04459016393442623,0.02622950819672131
F7,0.02477291494632535,0.0,0.10900082576383155,0.002064409578860446,0.0016515276630883566,0.0,0.0,0.0305532617671346,0.0,0.026837324525185797,0.006606110652353427,0.018579686209744012,0.047481420313790254,0.051610239471511145,0.0,0.023121387283236993,0.023947151114781174,0.0,0.0,0.0016515276630883566,0.002890173410404624,0.0152766308835673,0.0,0.0,0.0,0.0,0.0,0.016515276630883566,0.0,0.011147811725846408,0.04335260115606936,0.03468208092485549,0.037159372419488024,0.01032204789430223,0.03757225433526012,0.0,0.064822460776218,0.0,0.0,0.0,0.002890173410404624,0.018579686209744012,0.011147811725846408,0.05615194054500413,0.0,0.042939719240297276,0.03344343517753923,0.0,0.0,0.021882741535920725,0.004128819157720892,0.0152766308835673,0.0,0.03344343517753923,0.0,0.0,0.0305532617671346,0.0,0.03963666391412056,0.048307184145334435,0.0,0.0
FT9,0.01254180602006689,0.015468227424749164,0.002508361204013378,0.09239130434782608,0.007107023411371237,0.019648829431438128,0.006270903010033445,0.04598662207357859,0.024665551839464884,0.0,0.0,0.02968227424749164,0.010451505016722408,0.041387959866220736,0.002926421404682274,0.03469899665551839,0.03762541806020067,0.061872909698996656,0.029264214046822744,0.048494983277591976,0.016304347826086956,0.0,0.027591973244147156,0.00919732441471572,0.0,0.016722408026755852,0.006270903010033445,0.010451505016722408,0.005016722408026756,0.013795986622073578,0.013795986622073578,0.013795986622073578,0.013795986622073578,0.002926421404682274,0.024665551839464884,0.0,0.0,0.0,0.010869565217391304,0.0,0.020066889632107024,0.0,0.0,0.021321070234113712,0.017558528428093644,0.0,0.0016722408026755853,0.024247491638795988,0.037207357859531776,0.0,0.006688963210702341,0.013795986622073578,0.049749163879598664,0.009615384615384616,0.002926421404682274,0.013795986622073578,0.00459866220735786,0.001254180602006689,0.013795986622073578,0.013795986622073578,0.02717391304347826,0.01254180602006689
FC5,0.02018348623853211,0.05137614678899083,0.0045871559633027525,0.015596330275229359,0.05688073394495413,0.01834862385321101,0.022018348623853212,0.010091743119266056,0.01651376146788991,0.0045871559633027525,0.013761467889908258,0.01926605504587156,0.0045871559633027525,0.0,0.01834862385321101,0.0,0.01651376146788991,0.02018348623853211,0.030275229357798167,0.023853211009174313,0.0045871559633027525,0.005504587155963303,0.01651376146788991,0.029357798165137616,0.006422018348623854,0.024770642201834864,0.025688073394495414,0.031192660550458717,0.03669724770642202,0.0,0.0,0.0,0.0,0.012844036697247707,0.01926605504587156,0.026605504587155965,0.003669724770642202,0.03394495412844037,0.027522935779816515,0.0,0.025688073394495414,0.023853211009174313,0.009174311926605505,0.0,0.0,0.009174311926605505,0.009174311926605505,0.006422018348623854,0.03211009174311927,0.0,0.027522935779816515,0.0,0.02018348623853211,0.013761467889908258,0.031192660550458717,0.0,0.03394495412844037,0.029357798165137616,0.0,0.0,0.029357798165137616,0.027522935779816515
FC1,0.0038289725590299937,0.03190810465858328,0.0,0.029993618379068283,0.015315890236119975,0.08423739629865985,0.015315890236119975,0.025526483726866625,0.01148691767708998,0.003190810465858328,0.005105296745373325,0.03190810465858328,0.003190810465858328,0.02871729419272495,0.008934269304403318,0.018506700701978303,0.022335673261008295,0.07275047862156987,0.03254626675175495,0.0650925335035099,0.0,0.0038289725590299937,0.05807275047862157,0.005105296745373325,0.004467134652201659,0.01021059349074665,0.015315890236119975,0.014039566049776643,0.015315890236119975,0.0,0.0,0.0,0.0,0.005105296745373325,0.03509891512444161,0.005105296745373325,0.0025526483726866626,0.008934269304403318,0.00574345883854499,0.0,0.009572431397574984,0.005105296745373325,0.0038289725590299937,0.0,0.03190810465858328,0.0038289725590299937,0.0025526483726866626,0.0038289725590299937,0.06828334396936822,0.0,0.008934269304403318,0.0,0.07594128908742821,0.02169751116783663,0.014677728142948309,0.0,0.005105296745373325,0.007019783024888321,0.0,0.0,0.03318442884492661,0.00574345883854499
C3,0.01451378809869376,0.04354136429608128,0.0,0.018867924528301886,0.03483309143686502,0.030478955007256895,0.0841799709724238,0.011611030478955007,0.018867924528301886,0.0,0.0,0.03918722786647315,0.0,0.0,0.020319303338171262,0.011611030478955007,0.02177068214804064,0.055152394775036286,0.01451378809869376,0.020319303338171262,0.001451378809869376,0.0,0.033381712626995644,0.0,0.0,0.036284470246734396,0.06531204644412192,0.026124818577648767,0.05224963715529753,0.0,0.0,0.0,0.0,0.001451378809869376,0.018867924528301886,0.0,0.0,0.011611030478955007,0.002902757619738752,0.0,0.04499274310595065,0.0,0.023222060957910014,0.0,0.011611030478955007,0.01451378809869376,0.010159651669085631,0.010159651669085631,0.020319303338171262,0.0,0.026124818577648767,0.01451378809869376,0.03773584905660377,0.010159651669085631,0.06386066763425254,0.001451378809869376,0.0,0.0043541364296081275,0.0,0.0,0.015965166908563134,0.001451378809869376
T7,0.03217942467089225,0.01462701121404193,0.036567528035104824,0.05363237445148708,0.0048756704046806435,0.019502681618722574,0.0039005363237445147,0.0931253047294003,0.0,0.027303754266211604,0.005363237445148708,0.023890784982935155,0.027303754266211604,0.006825938566552901,0.0,0.020965382740126767,0.015114578254509995,0.019502681618722574,0.01901511457825451,0.028766455387615797,0.020965382740126767,0.0039005363237445147,0.016089712335446125,0.0014627011214041932,0.0048756704046806435,0.018527547537786446,0.0039005363237445147,0.02242808386153096,0.0024378352023403218,0.018527547537786446,0.018527547537786446,0.018527547537786446,0.018527547537786446,0.004388103364212579,0.056557776694295465,0.005363237445148708,0.009751340809361287,0.0,0.0,0.0048756704046806435,0.0034129692832764505,0.0,0.013164310092637738,0.008288639687957094,0.019990248659190638,0.024865919063871283,0.015602145294978059,0.018527547537786446,0.019502681618722574,0.0039005363237445147,0.008288639687957094,0.025353486104339348,0.019502681618722574,0.024865919063871283,0.0,0.018527547537786446,0.011701608971233545,0.0,0.018527547537786446,0.025353486104339348,0.018527547537786446,0.0
TP9,0.005611672278338945,0.024691358024691357,0.0,0.06621773288439955,0.024691358024691357,0.02132435465768799,0.017957351290684626,0.0,0.09876543209876543,0.005611672278338945,0.006734006734006734,0.019079685746352413,0.005611672278338945,0.050505050505050504,0.015712682379349047,0.0,0.08080808080808081,0.07519640852974187,0.008978675645342313,0.04264870931537598,0.002244668911335578,0.006734006734006734,0.016835016835016835,0.006734006734006734,0.008978675645342313,0.020202020202020204,0.020202020202020204,0.02244668911335578,0.024691358024691357,0.0,0.0,0.0,0.0,0.006734006734006734,0.010101010101010102,0.006734006734006734,0.004489337822671156,0.014590347923681257,0.007856341189674524,0.0,0.05499438832772166,0.006734006734006734,0.007856341189674524,0.0,0.0,0.005611672278338945,0.004489337822671156,0.005611672278338945,0.013468013468013467,0.0,0.016835016835016835,0.002244668911335578,0.06958473625140292,0.003367003367003367,0.024691358024691357,0.0,0.006734006734006734,0.010101010101010102,0.0,0.0,0.010101010101010102,0.007856341189674524
CP5,0.0517578125,0.005859375,0.0634765625,0.0,0.005859375,0.005859375,0.0,0.0546875,0.0048828125,0.126953125,0.005859375,0.0048828125,0.06640625,0.0517578125,0.005859375,0.0,0.005859375,0.0,0.005859375,0.005859375,0.0,0.05859375,0.0029296875,0.005859375,0.005859375,0.0,0.0,0.044921875,0.005859375,0.0,0.02734375,0.0,0.0146484375,0.005859375,0.0517578125,0.005859375,0.00390625,0.005859375,0.005859375,0.0,0.0,0.005859375,0.0263671875,0.056640625,0.0,0.0498046875,0.029296875,0.0,0.005859375,0.0,0.0029296875,0.0,0.0029296875,0.017578125,0.005859375,0.0,0.005859375,0.005859375,0.0185546875,0.0380859375,0.005859375,0.005859375
